iter	RMSE
156	0.1585377414
157	0.1584908788
158	0.1584614909
159	0.158420282
160	0.1583691487
161	0.1583276189
162	0.1582912042
163	0.1582262189
164	0.1581827227
165	0.158144906
166	0.1580903426
167	0.1580304315
168	0.1580274228
169	0.1579787955
170	0.1579411139
171	0.1579126439
172	0.1578586248
173	0.157797918
174	0.157766357
175	0.157728554
176	0.1576913415
177	0.157662623
178	0.1576033083
179	0.1575650689
180	0.1575072299
181	0.1574512145
182	0.1574035515
183	0.1573625408
184	0.1573252857
185	0.1572971728
186	0.1572522846
187	0.1571995262
188	0.157159046
189	0.1571092746
190	0.15707329
191	0.1570350413
192	0.156991898
193	0.156932236
194	0.1568707566
195	0.156827993
196	0.1567886857
197	0.1567444997
198	0.1567059618
199	0.1566513626
200	0.1566088502
201	0.1565510454
202	0.1565234439
203	0.1564859725
204	0.1564510113
205	0.1564013467
206	0.1563653308
207	0.1563253612
208	0.1562784378
209	0.1562224171
210	0.1561849475
211	0.1561348198
212	0.1561013641
213	0.1560533311
214	0.1560271522
215	0.1559930133
216	0.1559553811
217	0.1559213049
218	0.1558798191
219	0.155842366
220	0.1557943179
221	0.1557638415
222	0.1557190674
223	0.1556707589
224	0.1556433608
225	0.1556136368
226	0.1555881809
227	0.1555480855
228	0.1555191147
229	0.155470754
230	0.1554340575
231	0.1553703067
232	0.1552988827
233	0.1552570144
234	0.1552314583
235	0.1551875274
236	0.1551603629
237	0.1551396059
238	0.1551042273
239	0.1550788253
240	0.1550161617
241	0.1549953683
242	0.1549595894
243	0.1549296421
244	0.1548914524
245	0.1548211157
246	0.1547770969
247	0.1547467365
248	0.1547076511
249	0.1546514142
250	0.1546373828
251	0.154593338
252	0.1545634573
253	0.1544986985
254	0.1544728718
255	0.1544275264
256	0.1543930267
257	0.1543614594
258	0.1543173299
259	0.1542813646
260	0.1542540529
261	0.1542081611
262	0.1541766742
263	0.1541180327
264	0.154082225
265	0.1540297017
266	0.1540052311
267	0.1539644605
268	0.1539101772
269	0.1538624639
270	0.1538174537
271	0.1537765095
272	0.1537367606
273	0.153700331
274	0.1536874773
275	0.1536603594
276	0.1536412945
277	0.1535925507
278	0.1535316516
279	0.1534927436
280	0.1534546406
281	0.1534058279
282	0.1533565682
283	0.1533326452
284	0.1532830459
285	0.1532381985
286	0.1531932662
287	0.15313916
288	0.1530891685
289	0.1530549158
290	0.15301371
291	0.1529927842
292	0.1529541243
293	0.1529025111
294	0.152854379
295	0.1528070273
296	0.1527569957
297	0.1526846873
298	0.1526219842
299	0.1525824678
300	0.1525471855
301	0.1525119968
302	0.1524622062
303	0.1524297699
304	0.1523866273
305	0.1523477015
306	0.1523147964
307	0.1522731151
308	0.1522507646
309	0.1521923944
310	0.1521559057
311	0.1521349222
312	0.1520876557
313	0.1520347583
314	0.1519985657
315	0.1519684446
316	0.1519463019
317	0.1519015734
318	0.1518653509
319	0.1518108879
320	0.1517456407
321	0.1516996204
322	0.1516623011
323	0.1516150168
324	0.1515666347
325	0.1515359644
326	0.1515036237
327	0.1514430508
328	0.1514100287
329	0.1513810014
330	0.1513578315
331	0.1512741185
332	0.1512385951
333	0.1512206222
334	0.1511888649
335	0.151115814
336	0.1510952162
337	0.1510280522
338	0.1509919073
339	0.1509515686
340	0.1509110486
341	0.1508858866
342	0.1508408314
343	0.1507833566
344	0.1507468629
345	0.1506953057
346	0.1506561359
347	0.150625762
348	0.1505993988
349	0.15058208
350	0.150550818
351	0.1505196588
352	0.1504937908
353	0.1504533187
354	0.1504341895
355	0.1503863398
356	0.1503555645
357	0.1502940416
358	0.1502689616
359	0.1502151968
360	0.1501774555
361	0.1501270419
362	0.1500928981
363	0.1500580371
364	0.1500152849
365	0.1499729175
366	0.1499291671
367	0.14987917
368	0.1498378971
369	0.1498003487
370	0.1497628022
371	0.1497098224
372	0.1496636132
373	0.1496217202
374	0.1495709017
375	0.1495033954
376	0.1494611667
377	0.1494210874
378	0.1493798278
379	0.1493460459
380	0.1493031345
381	0.149283969
382	0.1492539418
383	0.1492258373
384	0.1491990394
385	0.1491538918
386	0.1491113081
387	0.1490835863
388	0.1490670004
389	0.1490471983
390	0.1490161459
391	0.148976355
392	0.1489525707
393	0.1489067884
394	0.1488656687
395	0.1488441938
396	0.1488091635
397	0.1487841318
398	0.1487403837
399	0.1486949584
400	0.1486562673
401	0.1486214656
402	0.1485929459
403	0.148558535
404	0.148526785
405	0.1484880298
406	0.1484205993
407	0.1483915723
408	0.1483527615
409	0.148322321
410	0.1482907097
411	0.1482694978
412	0.1482411873
413	0.1482090931
414	0.1481644261
415	0.1481296004
416	0.1480978209
417	0.1480324972
418	0.1480011616
419	0.1479604051
420	0.1479142066
421	0.1478611794
422	0.14781264
423	0.1477835441
424	0.1477408452
425	0.1477174995
426	0.1476813204
427	0.1476337241
428	0.147584726
429	0.1475483567
430	0.1475137454
431	0.1474775269
432	0.14745789
433	0.1474094715
434	0.1473760366
435	0.1473475666
436	0.1473161814
437	0.1472571648
438	0.1472141836
439	0.147170331
440	0.1471237984
441	0.1470796908
442	0.1470425273
443	0.1470117283
444	0.146982646
445	0.1469350559
446	0.1468824396
447	0.1468392859
448	0.1468036048
449	0.1467752399
450	0.1467323984
451	0.1466878821
452	0.1466456091
453	0.1466195659
454	0.1465980635
455	0.1465741913
456	0.1465414041
457	0.146524436
458	0.1464956765
459	0.1464784681
460	0.146420843
461	0.1463870866
462	0.1463434393
463	0.1463100266
464	0.1462671671
465	0.1462328829
466	0.1462032993
467	0.1461687229
468	0.1461309961
469	0.1460987615
470	0.1460659956
471	0.1460345979
472	0.1460131729
473	0.1459994378
474	0.145969962
475	0.1459451768
476	0.1458880876
477	0.1458403739
478	0.145799509
479	0.1457508259
480	0.1457327071
481	0.1456951869
482	0.1456573442
483	0.1456206251
484	0.1455915746
485	0.1455477154
486	0.1455008551
487	0.1454568084
488	0.1454360989
489	0.1454031897
490	0.1453927422
491	0.1453653506
492	0.1453085183
493	0.1452713265
494	0.1452467906
495	0.1452271337
496	0.1452084388
497	0.1451656854
498	0.1451334189
499	0.1451094301
500	0.145077091
501	0.1450424729
502	0.1450047777
503	0.1449727464
504	0.1449372327
505	0.1449111176
506	0.1448521626
507	0.1448209728
508	0.1447993761
509	0.1447717073
510	0.1447281236
511	0.1446623754
512	0.1446435178
513	0.1445779858
514	0.1445453073
515	0.1445147282
516	0.1444866204
517	0.1444541902
518	0.1444148946
519	0.1443557194
520	0.1443217923
521	0.1443016743
522	0.1442668891
523	0.1442355223
524	0.1441764299
525	0.1441499072
526	0.1441208257
527	0.1440756828
528	0.144052274
529	0.144000973
530	0.1439734086
531	0.143944926
532	0.1439131685
533	0.1438805318
534	0.1438390256
535	0.1437981705
536	0.1437599171
537	0.1437291467
538	0.143697311
539	0.1436784094
540	0.1436332975
541	0.1435990053
542	0.1435464679
543	0.1435180256
544	0.1434885509
545	0.1434324005
546	0.1434050107
547	0.1433856747
548	0.1433679544
549	0.1433544223
550	0.1433306814
551	0.1433050992
552	0.1432781686
553	0.1432192545
554	0.1431822779
555	0.1431394576
556	0.1430992419
557	0.1430605354
558	0.1430047532
559	0.1429564997
560	0.1429172284
561	0.1428965083
562	0.1428781617
563	0.1428582541
564	0.1428063689
565	0.1427658393
566	0.142710052
567	0.14267011
568	0.1426187103
569	0.1425752961
570	0.1425485875
571	0.1425329353
572	0.1424911134
573	0.1424468151
574	0.1424185452
575	0.1423983889
576	0.1423593066
577	0.1423311406
578	0.142312289
579	0.1422665021
580	0.1422386606
581	0.1422104065
582	0.1421816325
583	0.1421651044
584	0.1421370364
585	0.1421176627
586	0.1420824891
587	0.1420395664
588	0.142008929
589	0.1419720675
590	0.1419441891
591	0.1419161424
592	0.1418716689
593	0.1418193288
594	0.1418004827
595	0.1417615737
596	0.1417411559
597	0.1417210968
598	0.1416901159
599	0.1416432965
600	0.1416110502
601	0.1415924611
602	0.1415417141
603	0.1414985791
604	0.1414592148
605	0.141431817
606	0.141407582
607	0.1413570337
608	0.141339794
609	0.1413084282
610	0.1412679798
611	0.1412456936
612	0.1412146231
613	0.1411634189
614	0.1411319762
615	0.1411046049
616	0.1410662577
617	0.1410434015
618	0.1410120274
619	0.1409892918
620	0.1409586553
621	0.1409279918
622	0.1408969502
623	0.1408631006
624	0.140832663
625	0.1408049634
626	0.1407741596
627	0.1407452437
628	0.1407141851
629	0.1406888497
630	0.1406382574
631	0.1406035947
632	0.1405717342
633	0.1405371105
634	0.1404974388
635	0.1404554453
636	0.1404153327
637	0.1403820247
638	0.1403545773
639	0.1402961881
640	0.1402707028
641	0.1402450096
642	0.1402076466
643	0.1401666896
644	0.140110017
645	0.1400864124
646	0.1400646671
647	0.1400267102
648	0.1399913365
649	0.1399674573
650	0.1399452853
651	0.1398978039
652	0.1398419289
653	0.1398246853
654	0.1397908817
655	0.1397687075
656	0.139747783
657	0.1397249013
658	0.1396941439
659	0.1396621434
660	0.1396186213
661	0.1396022278
662	0.1395739499
663	0.1395302829
664	0.13949694
665	0.1394684414
666	0.1394309625
667	0.1393944021
668	0.1393662303
669	0.1393498528
670	0.1393224698
671	0.1392993532
672	0.1392722917
673	0.1392562111
674	0.1392390342
675	0.1392157915
676	0.1391890244
677	0.1391495259
678	0.1391287753
679	0.139093754
680	0.1390506785
681	0.1390239911
682	0.1389974366
683	0.1389706077
684	0.1389326617
685	0.1389092815
686	0.1388789907
687	0.138845944
688	0.138799617
689	0.1387762857
690	0.1387454659
691	0.1387152641
692	0.138693332
693	0.1386688509
694	0.1386491745
695	0.1386199006
696	0.1385778326
697	0.1385483489
698	0.1385282011
699	0.138511915
700	0.1384934506
701	0.1384645202
702	0.1384425459
703	0.1384139983
704	0.1383890156
705	0.1383557062
706	0.1383129927
707	0.1382768275
708	0.1382600303
709	0.1382279731
710	0.1382039687
711	0.1381489741
712	0.1381182361
713	0.1381054331
714	0.138083802
715	0.138060915
716	0.1380314743
717	0.1380106424
718	0.1379859204
719	0.1379572088
720	0.1379304906
721	0.1378913208
722	0.1378629252
723	0.1378462451
724	0.1378123925
725	0.1377953455
726	0.1377776742
727	0.1377651061
728	0.1377175359
729	0.1376849738
730	0.1376721042
731	0.1376410335
732	0.137615719
733	0.1375715782
734	0.1375196926
735	0.1374817888
736	0.1374460692
737	0.1374213842
738	0.1373938628
739	0.1373725103
740	0.1373547347
741	0.1373371224
742	0.1373145312
743	0.1372978094
744	0.1372679981
745	0.137231919
746	0.137210493
747	0.137166457
748	0.1371476218
749	0.1371151029
750	0.1371021581
751	0.1370637507
752	0.1370222358
753	0.1369815357
754	0.1369508298
755	0.1369110541
756	0.1368753896
757	0.1368315841
758	0.1367994014
759	0.1367677503
760	0.13672156
761	0.1366998178
762	0.1366721288
763	0.1366446366
764	0.1366178167
765	0.1365792895
766	0.1365509985
767	0.1365238869
768	0.136506118
769	0.1364627744
770	0.1364225694
771	0.136400224
772	0.1363694023
773	0.1363328
774	0.1363019164
775	0.1362640014
776	0.1362402476
777	0.1361986632
778	0.1361588032
779	0.1361400996
780	0.1361119938
781	0.1360926685
782	0.1360717829
783	0.1360563985
784	0.1360271686
785	0.135995245
786	0.135954076
787	0.1359068135
788	0.1358771437
789	0.1358596512
790	0.1358349732
791	0.1358075874
792	0.1357697491
793	0.1357448513
794	0.1357033707
795	0.1356669114
796	0.1356363706
797	0.1356074279
798	0.1355903247
799	0.1355483653
800	0.1355073083
801	0.1354883009
802	0.1354472595
803	0.1354236398
804	0.1353884025
805	0.1353591211
806	0.1353387853
807	0.135300077
808	0.1352763213
809	0.1352506506
810	0.135214132
811	0.1351815104
812	0.1351628564
813	0.1351319783
814	0.1351232917
815	0.1351057133
816	0.1350630258
817	0.1350295309
818	0.1349893504
819	0.1349634371
820	0.1349304112
821	0.1348931467
822	0.1348648107
823	0.1348426472
824	0.134817305
825	0.1347940462
826	0.1347401118
827	0.1347032183
828	0.1346715959
829	0.134643555
830	0.1346101801
831	0.1345670769
832	0.1345355345
833	0.1345171983
834	0.1344794714
835	0.1344388968
836	0.1344130108
837	0.1343920295
838	0.1343630015
839	0.1343370829
840	0.1343022722
841	0.1342648574
842	0.1342345475
843	0.1342028155
844	0.1341784614
845	0.1341496137
846	0.1341198547
847	0.1340974194
848	0.1340770604
849	0.1340566795
850	0.1340224789
851	0.1340020844
852	0.1339807207
853	0.1339512845
854	0.1339356866
855	0.1339166208
856	0.1338802327
857	0.1338621907
858	0.1338292485
859	0.1337986028
860	0.1337698519
861	0.1337449764
862	0.133731515
863	0.1336974024
864	0.1336835129
865	0.1336668633
866	0.1336340718
867	0.1335977137
868	0.1335709383
869	0.1335466312
870	0.1335219913
871	0.1334992612
872	0.1334734937
873	0.1334600614
874	0.1334296209
875	0.1334080392
876	0.133386606
877	0.1333466147
878	0.133320729
879	0.133294794
880	0.133277269
881	0.1332531614
882	0.1332261738
883	0.1332148798
884	0.13319069
885	0.1331630993
886	0.1331444762
887	0.1331073638
888	0.1330813961
889	0.1330418964
890	0.133016983
891	0.133000878
892	0.1329799212
893	0.1329407847
894	0.1329101028
895	0.1328781689
896	0.1328556074
897	0.1328248713
898	0.1328023431
899	0.1327777624
900	0.1327626746
901	0.1327443937
902	0.132690982
903	0.1326601885
904	0.1326238911
905	0.1325783175
906	0.1325459027
907	0.132520445
908	0.132477025
909	0.1324557047
910	0.1324196422
911	0.1323911127
912	0.1323561712
913	0.1323397143
914	0.1323181294
915	0.1322855036
916	0.1322663176
917	0.1322343559
918	0.1322211686
919	0.1322065904
920	0.1321711201
921	0.1321273851
922	0.1321012619
923	0.1320808376
924	0.1320562774
925	0.1320263585
926	0.1319924368
927	0.1319586727
928	0.1319271743
929	0.1318920373
930	0.1318626128
931	0.131833973
932	0.1317937381
933	0.1317566065
934	0.1317400412
935	0.1317140165
936	0.1316760023
937	0.131656674
938	0.1316254266
939	0.1315942955
940	0.1315764346
941	0.1315512693
942	0.1315241795
943	0.1314857873
944	0.1314638063
945	0.1314437022
946	0.1314263537
947	0.1314075405
948	0.1313887462
949	0.1313782237
950	0.131340324
951	0.1313152195
952	0.1312816853
953	0.1312555983
954	0.1312336678
955	0.1312095797
956	0.13117725
957	0.1311286272
958	0.1311020415
959	0.1310739258
960	0.1310284976
961	0.130998253
962	0.1309724891
963	0.1309509219
964	0.1309081521
965	0.1308838501
966	0.1308580261
967	0.1308259586
968	0.1307815604
969	0.1307613125
970	0.1307423754
971	0.1307060445
972	0.1306802598
973	0.1306540442
974	0.1306304804
975	0.1306087215
976	0.1305924594
977	0.1305768308
978	0.1305503983
979	0.1305325868
980	0.1305068144
981	0.1304895639
982	0.1304714141
983	0.1304467972
984	0.1304299229
985	0.1304095492
986	0.1303648354
987	0.1303295539
988	0.1303167534
989	0.1302816369
990	0.1302564078
991	0.1302293206
992	0.1302016105
993	0.1301744146
994	0.1301553947
995	0.1301210699
996	0.1300923882
997	0.1300654329
998	0.1300513755
999	0.1300191398
