iter	RMSE
369	0.5985323217
370	0.5984478277
371	0.5983623765
372	0.59823763
373	0.5981662196
374	0.5980832326
375	0.5979558629
376	0.5978507991
377	0.5977574507
378	0.5977051919
379	0.5975926969
380	0.5975465368
381	0.5974614055
382	0.597324266
383	0.5971742486
384	0.5971018195
385	0.5970152491
386	0.5969366915
387	0.596890173
388	0.5968128689
389	0.5967045389
390	0.5966191187
391	0.5965368714
392	0.5964446767
393	0.5963462609
394	0.5962443436
395	0.5961588551
396	0.5961138488
397	0.5960533221
398	0.5959870944
399	0.5958749533
400	0.5957910266
401	0.5956918943
402	0.5956122009
403	0.5955590251
404	0.595475573
405	0.5953267561
406	0.5952105624
407	0.595120987
408	0.5950129405
409	0.5949064431
410	0.5947875882
411	0.5947307794
412	0.594655821
413	0.5945701077
414	0.5944433124
415	0.5943860579
416	0.5943020368
417	0.5941793278
418	0.5941334226
419	0.5940400064
420	0.5939588012
421	0.593885587
422	0.5938014301
423	0.5937135781
424	0.5936325827
425	0.5935264921
426	0.5934355409
427	0.5933379372
428	0.5932123565
429	0.5931446462
430	0.5930689005
431	0.5929736236
432	0.5928927363
433	0.5927861734
434	0.5927043349
435	0.5926243464
436	0.5925479603
437	0.5924708591
438	0.5923988951
439	0.5923250781
440	0.5922167303
441	0.5921307727
442	0.5920732479
443	0.5919836433
444	0.5919045854
445	0.5917521222
446	0.5916927548
447	0.5916100355
448	0.5915278513
449	0.5914152606
450	0.5913158279
451	0.5912330782
452	0.5911840339
453	0.5910782955
454	0.5909777161
455	0.590879205
456	0.5907421416
457	0.5906613819
458	0.5905726587
459	0.5905242855
460	0.5904927727
461	0.5904326758
462	0.5903707937
463	0.5903149106
464	0.5902465256
465	0.5902163476
466	0.5901867819
467	0.5900692385
468	0.5899960463
469	0.5898928146
470	0.5898322361
471	0.5897831962
472	0.5897050698
473	0.5896264254
474	0.5895461441
475	0.5895212617
476	0.5894236123
477	0.589353856
478	0.5892822106
479	0.5892381379
480	0.5891236152
481	0.5890962129
482	0.5889974332
483	0.5889178144
484	0.5888549044
485	0.5887862074
486	0.5886807814
487	0.5886073815
488	0.5885319255
489	0.5884714189
490	0.5883983213
491	0.5883241987
492	0.5882980293
493	0.5882384462
494	0.5881983586
495	0.588096658
496	0.5880532835
497	0.5880058768
498	0.587934963
499	0.5878464555
500	0.587686563
501	0.587568902
502	0.5875258212
503	0.5874865713
504	0.5874375975
505	0.5873375349
506	0.5872731295
507	0.5872226618
508	0.5871632846
509	0.5871367658
510	0.5870594793
511	0.5870064094
512	0.5869791638
513	0.5869106949
514	0.5868348375
515	0.5868096753
516	0.5867487688
517	0.5866607114
518	0.5866054849
519	0.5865513111
520	0.586511379
521	0.5864455253
522	0.5863893006
523	0.5862825803
524	0.5862088463
525	0.5861385011
526	0.5860521852
527	0.5859857988
528	0.5859534215
529	0.5858644344
530	0.5857689933
531	0.5856799777
532	0.5856092724
533	0.5855613384
534	0.585497816
535	0.5854464864
536	0.5853518575
537	0.5852628914
538	0.5851662239
539	0.5850759021
540	0.5850210021
541	0.5849353111
542	0.5848788228
543	0.5847976531
544	0.5847340021
545	0.5846734049
546	0.5846062318
547	0.5845453761
548	0.5844916528
549	0.5844236879
550	0.5843588584
551	0.5842830166
552	0.5841908712
553	0.5841520008
554	0.5840301298
555	0.58389001
556	0.5837901026
557	0.5836701488
558	0.5836207746
559	0.5835294276
560	0.5834140687
561	0.5833326293
562	0.5832281606
563	0.5831495627
564	0.583061366
565	0.5830023833
566	0.5829296955
567	0.5828105014
568	0.5827435029
569	0.5826506414
570	0.5825373541
571	0.5824882625
572	0.5824265277
573	0.5823560319
574	0.5822933556
575	0.5821760478
576	0.5820493464
577	0.5819708627
578	0.5819049181
579	0.5818384983
580	0.5817635252
581	0.5816715625
582	0.5816184955
583	0.5815176808
584	0.5814232765
585	0.5813809278
586	0.581300323
587	0.5812408053
588	0.5811563672
589	0.5811012396
590	0.5810579166
591	0.5809528469
592	0.5808479202
593	0.5807860059
594	0.5806854099
595	0.5806467266
596	0.5805879823
597	0.5805396769
598	0.5804702859
599	0.5804229774
600	0.58035737
601	0.5803175562
602	0.5802516084
603	0.5801806164
604	0.5801142398
605	0.5799973942
606	0.5799471156
607	0.5798937816
608	0.5798059453
609	0.5797212945
610	0.579638414
611	0.5796154357
612	0.5795330632
613	0.5794743468
614	0.5793964632
615	0.5793158685
616	0.5792687465
617	0.5792314707
618	0.5791186595
619	0.5790705171
620	0.5789939607
621	0.5788447737
622	0.5787346016
623	0.5786562725
624	0.5785658644
625	0.5784996012
626	0.578460874
627	0.5784248265
628	0.5783614524
629	0.5783269699
630	0.578301005
631	0.5782095066
632	0.5781394978
633	0.5781169526
634	0.5780562686
635	0.5779857763
636	0.5779252288
637	0.5778736735
638	0.5777472969
639	0.5776463476
640	0.5775405961
641	0.5774417179
642	0.5773721634
643	0.5773506962
644	0.5773083811
645	0.5772515993
646	0.5771555429
647	0.5770811039
648	0.577007402
649	0.5769274463
650	0.5768349996
651	0.5767512953
652	0.57663857
653	0.5765676902
654	0.576483897
655	0.5764198786
656	0.5763505254
657	0.5763048104
658	0.5762447798
659	0.5762067478
660	0.576130602
661	0.5760485908
662	0.5759432804
663	0.5758745796
664	0.5758034633
665	0.5757640785
666	0.5757254116
667	0.5756200522
668	0.5755416474
669	0.5754695086
670	0.57537924
671	0.5753206517
672	0.5752243684
673	0.5751401365
674	0.5750863773
675	0.5749887967
676	0.574967137
677	0.574890656
678	0.5748194121
679	0.5747401509
680	0.5747019382
681	0.5746063188
682	0.5745214936
683	0.5744368415
684	0.5743005571
685	0.5742216493
686	0.5741850291
687	0.5739377478
688	0.5738951356
689	0.5738118629
690	0.573774258
691	0.5737112281
692	0.5736868849
693	0.5736383635
694	0.5735643903
695	0.5734933933
696	0.5734147718
697	0.5733819379
698	0.5733139289
699	0.5732766799
700	0.5732091129
701	0.5731636502
702	0.5730649543
703	0.5730235885
704	0.5729468912
705	0.5729007107
706	0.5728233048
707	0.5727420963
708	0.5726982451
709	0.5726259597
710	0.5725597468
711	0.5724587721
712	0.572399581
713	0.572363092
714	0.5723218887
715	0.5722745334
716	0.5722202647
717	0.5721497428
718	0.5721220737
719	0.5720745077
720	0.5719656829
721	0.5719189985
722	0.5718668913
723	0.5717654262
724	0.5717002543
725	0.571664926
726	0.5715571676
727	0.5714949104
728	0.5714574521
729	0.5713579377
730	0.5712666501
731	0.5712034344
732	0.5711428733
733	0.5711016165
734	0.5710446524
735	0.5709603906
736	0.5709239707
737	0.5708485148
738	0.5707959124
739	0.5707437424
740	0.5706819128
741	0.5706280583
742	0.5705425688
743	0.5704595961
744	0.5704006792
745	0.5703304826
746	0.5703089184
747	0.5702617755
748	0.5702077611
749	0.5701699327
750	0.5700584607
751	0.5700167221
752	0.5699904468
753	0.5699514813
754	0.5699141252
755	0.5697750237
756	0.5696765706
757	0.5695937878
758	0.5694749924
759	0.5693797827
760	0.5693049928
761	0.5692107477
762	0.5691562828
763	0.5690556472
764	0.5690004311
765	0.5689658233
766	0.5689444547
767	0.5688868211
768	0.5688284232
769	0.5687514037
770	0.5687147045
771	0.5686808292
772	0.5686058108
773	0.5685286402
774	0.5684680105
775	0.5683817583
776	0.5683565789
777	0.5683183225
778	0.5682498515
779	0.5681459972
780	0.5681093587
781	0.5680885118
782	0.5680321998
783	0.5679667551
784	0.5679187601
785	0.5678938356
786	0.5678495615
787	0.567765908
788	0.5676717637
789	0.5676481456
790	0.5675951684
791	0.5675579645
792	0.5674781541
793	0.567417281
794	0.5673743333
795	0.5673453005
796	0.5672532296
797	0.5672153355
798	0.5671725702
799	0.5670627336
800	0.5670357064
801	0.5669561596
802	0.5669062808
803	0.5668764565
804	0.5668438885
805	0.5667871471
806	0.5667659836
807	0.5667472908
808	0.5667205894
809	0.566691661
810	0.5666493797
811	0.5666280419
812	0.5665463638
813	0.5665173536
814	0.5664835648
815	0.5664501972
816	0.5663344374
817	0.566267228
818	0.5661750222
819	0.5661081346
820	0.5660244528
821	0.5660002987
822	0.5659802839
823	0.5659233397
824	0.565890971
825	0.5658622785
826	0.565842781
827	0.5657173994
828	0.5657000477
829	0.5656783141
830	0.5656232789
831	0.5655826379
832	0.5655587991
833	0.5655281215
834	0.5654978349
835	0.5654647393
836	0.5654248239
837	0.565339781
838	0.5653133128
839	0.5652499001
840	0.5651749625
841	0.5651192368
842	0.5650824664
843	0.5650042103
844	0.5649490259
845	0.5649008798
846	0.5648470178
847	0.5648318352
848	0.564764227
849	0.5647378496
850	0.5646766341
851	0.564618168
852	0.5645268094
853	0.5644624364
854	0.5643956772
855	0.5643394906
856	0.5642616955
857	0.5642256208
858	0.5641426685
859	0.5640556402
860	0.5640040599
861	0.5639476656
862	0.5636395933
863	0.5635814999
864	0.5635663851
865	0.563510611
866	0.5634505045
867	0.5633839721
868	0.563281034
869	0.5632229185
870	0.5631162552
871	0.5630462419
872	0.5629971125
873	0.5629791179
874	0.5628820292
875	0.5628652494
876	0.5628299757
877	0.5627489798
878	0.5626908273
879	0.562640922
880	0.5626144728
881	0.5625204529
882	0.5624456039
883	0.5623796687
884	0.5623350867
885	0.5622819322
886	0.5621862923
887	0.5621380452
888	0.5620784111
889	0.5620120456
890	0.5619495628
891	0.5618946536
892	0.5618548034
893	0.5617748205
894	0.5617431139
895	0.5616744651
896	0.5616119558
897	0.561529208
898	0.5614828626
899	0.5614178048
900	0.5613895056
901	0.5613350311
902	0.5612864886
903	0.5611688341
904	0.5611120504
905	0.561053282
906	0.5610090687
907	0.5609420616
908	0.5609235072
909	0.5608908928
910	0.5608202975
911	0.5606523491
912	0.5605565075
913	0.5605213349
914	0.5604579624
915	0.5603981035
916	0.5603629196
917	0.5602710419
918	0.5601720791
919	0.5601233159
920	0.5600589234
921	0.5600176109
922	0.5599548214
923	0.5598731543
924	0.5598218837
925	0.5597364729
926	0.5596545628
927	0.5596318207
928	0.5596001016
929	0.5595657353
930	0.5594969243
931	0.559434881
932	0.5593993108
933	0.5593058149
934	0.5592243109
935	0.55917958
936	0.5591067148
937	0.5590139651
938	0.5589621744
939	0.5589241011
940	0.5588585542
941	0.5587905601
942	0.5586971324
943	0.5586648218
944	0.5586056781
945	0.5585707411
946	0.558427949
947	0.5583952084
948	0.5583341578
949	0.5583069376
950	0.55824489
951	0.558200678
952	0.5581164923
953	0.5580540478
954	0.5579955941
955	0.55795243
956	0.5578890611
957	0.5578022429
958	0.5577658033
959	0.5577277537
960	0.5576243816
961	0.557596641
962	0.5575468637
963	0.557485411
964	0.5574420155
965	0.5573921882
966	0.5573292208
967	0.5572655177
968	0.5572094475
969	0.5571899869
970	0.5571341179
971	0.5570547812
972	0.5570286784
973	0.5569410063
974	0.5569191755
975	0.5568484245
976	0.5568130068
977	0.5567827857
978	0.5567225865
979	0.5567039951
980	0.5566761051
981	0.5566595747
982	0.5566266116
983	0.5565391798
984	0.5565221439
985	0.5564931667
986	0.556423283
987	0.5564069532
988	0.5563685009
989	0.556353586
990	0.5563007382
991	0.556286036
992	0.5562699178
993	0.5561993603
994	0.556144402
995	0.5561008815
996	0.5559937253
997	0.555980104
998	0.5559362845
999	0.5558917625
